"Story","Title","Result","Date","Stability","Duration (s)"
"Iniciar sesion en la pagina del exito y agregar productos al carrito","seleccionar un producto","SUCCESS","2023-04-01T22:05:58.0149255-05:00[America/Bogota]","0.0","104.26"
